method,phase,num_steps,mean_abs_gap_error_to_soft_m,rmse_gap_error_to_soft_m,mean_gap_error_to_soft_m,min_hard_margin_m,safety_violation_rate,mean_speed,max_speed,mean_abs_accel,accel_rms,jerk_abs_mean,jerk_rms,energy_accel_sq
CDFS,before_cut_in,586,4.619687585267368,5.651530718520138,4.555029324026516,4.443362387791062,0.0,21.044332178955464,26.88343633377464,0.6369739564053827,0.9359286407110063,0.46354453413122404,0.7247173094098113,51.331397841484986
CDFS,during_cut_in,594,7.926966620636214,8.985012163096,7.129963991721573,-3.5298592189367923,0.030303030303030304,18.774881053152747,27.208002311402613,1.3224431926017564,1.585122395770398,0.8398354542958504,1.2296047715494693,149.2492127686209
CDFS,after_cut_out,630,94.96719372924467,156.93805476308492,94.58850695890264,0.8699128486691539,0.0,26.217307507551077,36.11111111111111,1.4838027443621489,1.8003361282308752,0.6632991497675768,1.009174102671073,204.1962410006287
PPO + CBF,before_cut_in,586,6.223459125660375,6.740795943114738,-0.6912675850363068,-2.771561225867492,0.1962457337883959,21.08645681346615,25.194816130367425,0.5065667971162295,0.7731124271007223,0.3318491637690993,0.5997962594644725,35.02538554134176
PPO + CBF,during_cut_in,594,14.309937792858587,19.28720242180078,13.651673098049988,-1.832923393416129,0.015151515151515152,18.150875105853167,25.701136681470043,0.7107290263027849,0.8661803725332666,0.3608146051250775,0.7754504370007094,44.56594520305246
PPO + CBF,after_cut_out,636,100.02265230561898,166.6934047958607,98.16532650810667,-0.731144619287555,0.0110062893081761,26.542588427847644,36.11111111111111,1.2171401836468907,1.45970428275106,0.34393544486212557,0.6172972052193334,135.5148473199939
