step,time,x_ego,v_ego,x_front,v_front,distance,safe_distance,collision,safety_violation,a_ego,a_front,reward,a_nom,use_cbf
1,0.1,2.0100000000000002,20.1,31.804406489868843,18.044064898688433,29.79440648986884,15.05,False,False,1.0,0.4406489868843162,1.9100000000000001,1.0,True
2,0.2,4.030000000000001,20.200000000000003,33.57485963119032,17.704531413214802,29.54485963119032,15.100000000000001,False,False,1.0,-3.3953348547363205,1.9200000000000004,1.0,True
3,0.30000000000000004,6.060000000000002,20.300000000000004,35.33715954440718,17.622999132168562,29.277159544407176,15.150000000000002,False,False,1.0,-0.8153228104624044,1.9300000000000006,1.0,True
4,0.4,8.100000000000003,20.400000000000006,37.096370672164895,17.59211127757717,28.996370672164893,15.200000000000003,False,False,1.0,-0.3088785459139045,1.9400000000000004,1.0,True
5,0.5,10.150000000000004,20.500000000000007,38.85635813460268,17.599874624377843,28.706358134602674,15.250000000000004,False,False,1.0,0.07763346800671389,1.9500000000000006,1.0,True
6,0.6000000000000001,12.210000000000004,20.60000000000001,40.6200499870484,17.636918524457194,28.410049987048392,15.300000000000004,False,False,1.0,0.370439000793519,1.9600000000000009,1.0,True
7,0.7000000000000001,14.280000000000005,20.70000000000001,42.39130418822194,17.712542011735383,28.111304188221933,15.350000000000005,False,False,1.0,0.7562348727818908,1.970000000000001,1.0,True
8,0.8,16.360000000000007,20.80000000000001,44.135967739599046,17.446635513771064,27.77596773959904,15.400000000000006,False,False,1.0,-2.6590649796431958,1.9800000000000013,1.0,True
9,0.9,18.450000000000006,20.900000000000013,45.88180508754507,17.458373479460214,27.43180508754506,15.450000000000006,False,False,1.0,0.11737965689150331,1.990000000000001,1.0,True
10,1.0,20.550000000000008,21.000000000000014,47.62160446527279,17.39799377727719,27.07160446527278,15.500000000000007,False,False,1.0,-0.6037970218302424,2.0000000000000013,1.0,True
11,1.1,22.66000000000001,21.100000000000016,49.3707690745149,17.49164609242107,26.710769074514886,15.550000000000008,False,False,1.0,0.936523151438795,2.0100000000000016,1.0,True
12,1.2000000000000002,24.780000000000012,21.200000000000017,51.12378013607039,17.530110615554936,26.343780136070375,15.600000000000009,False,False,1.0,0.38464523133862816,2.020000000000002,1.0,True
13,1.3,26.910000000000014,21.30000000000002,52.88468333089596,17.609031948255705,25.974683330895946,15.65000000000001,False,False,1.0,0.7892133270076946,2.030000000000002,1.0,True
14,1.4000000000000001,29.050000000000015,21.40000000000002,54.60636762138619,17.216842904902283,25.556367621386176,15.70000000000001,False,False,1.0,-3.9218904335342355,2.040000000000002,1.0,True
15,1.5,31.200000000000017,21.50000000000002,56.33561476194501,17.292471405588167,25.135614761944993,15.75000000000001,False,False,1.0,0.7562850068588263,2.050000000000002,1.0,True
16,1.6,33.36000000000002,21.600000000000023,58.033284055003925,16.976692930589177,24.673284055003904,15.800000000000011,False,False,1.0,-3.1577847499898954,2.0600000000000023,1.0,True
17,1.7000000000000002,35.520000000000024,21.600000000000023,59.7316166537623,16.98332598758378,24.211616653762277,15.800000000000011,False,False,0.0,0.06633056994603415,2.1600000000000024,0.0,True
18,1.8,37.68000000000003,21.600000000000023,61.4262595651408,16.94642911378499,23.746259565140775,15.800000000000011,False,False,0.0,-0.3689687379878741,2.1600000000000024,0.0,True
19,1.9000000000000001,39.84000000000003,21.600000000000023,63.12759498995725,17.013354248164465,23.28759498995722,15.800000000000011,False,False,0.0,0.6692513437947458,2.1600000000000024,0.0,True
20,2.0,42.000000000000036,21.600000000000023,64.8039333010726,16.76338311115346,22.80393330107257,15.800000000000011,False,False,0.0,-2.499711370110065,2.1600000000000024,0.0,True
21,2.1,44.16000000000004,21.600000000000023,66.48523492527555,16.813016242029427,22.32523492527551,15.800000000000011,False,False,0.0,0.4963313087596788,2.1600000000000024,0.0,True
22,2.2,46.32000000000004,21.600000000000023,68.17232213604753,16.870872107719723,21.852322136047484,15.800000000000011,False,False,0.0,0.578558656902977,2.1600000000000024,0.0,True
23,2.3000000000000003,48.48000000000005,21.600000000000023,69.85836721734302,16.860450812954905,21.37836721734297,15.800000000000011,False,False,0.0,-0.10421294764818967,2.1600000000000024,0.0,True
24,2.4000000000000004,50.64000000000005,21.600000000000023,71.54028458160597,16.819173642629643,20.900284581605924,15.800000000000011,False,False,0.0,-0.412771703252641,2.1600000000000024,0.0,True
25,2.5,52.800000000000054,21.600000000000023,73.2148025173113,16.7451793570533,20.414802517311244,15.800000000000011,False,False,0.0,-0.7399428557634447,2.1600000000000024,0.0,True
26,2.6,54.95000000000006,21.50000000000002,74.86289716367543,16.480946463641278,19.912897163675368,15.75000000000001,False,False,-1.0,-2.642328934120218,2.050000000000002,0.0,True
27,2.7,57.08000000000006,21.300000000000022,76.506302743227,16.43405579551572,19.426302743226934,15.650000000000011,False,False,-2.0,-0.4689066812555476,1.7300000000000022,-2.0,True
28,2.8000000000000003,59.19000000000006,21.100000000000023,78.14077557368091,16.34472830453914,18.95077557368085,15.550000000000011,False,False,-2.0,-0.8932749097658392,1.7100000000000026,-2.0,True
29,2.9000000000000004,61.280000000000065,20.900000000000023,79.76818297563294,16.274074019520302,18.488182975632874,15.450000000000012,False,False,-2.0,-0.7065428501883797,1.6900000000000026,-2.0,True
30,3.0,63.350000000000065,20.700000000000024,81.39958554478538,16.31402569152449,18.049585544785316,15.350000000000012,False,False,-2.0,0.39951672004186234,1.6700000000000026,-2.0,True
31,3.1,65.40000000000006,20.500000000000025,83.02926923369422,16.296836889088404,17.62926923369416,15.250000000000012,False,False,-2.0,-0.17188802436086337,1.6500000000000026,-2.0,True
32,3.2,67.43000000000006,20.300000000000026,84.6572365079936,16.279672742993785,17.22723650799354,15.150000000000013,False,False,-2.0,-0.1716414609461947,1.6300000000000026,-2.0,True
33,3.3000000000000003,69.44000000000007,20.100000000000026,86.25592171041129,15.986852024176887,16.815921710411217,15.050000000000013,False,False,-2.0,-2.928207188168977,1.610000000000003,-2.0,True
34,3.4000000000000004,71.43000000000008,19.900000000000027,87.85490469507015,15.989829846588549,16.42490469507007,14.950000000000014,False,False,-2.0,0.029778224116617125,1.590000000000003,-2.0,True
35,3.5,73.40000000000008,19.700000000000028,89.45561878053904,16.00714085468895,16.055618780538964,14.850000000000014,False,False,-2.0,0.17311008100398584,1.570000000000003,-2.0,True
36,3.6,75.35000000000008,19.50000000000003,91.04908236009086,15.934635795518195,15.699082360090785,14.750000000000014,False,False,-2.0,-0.725050591707525,1.550000000000003,-2.0,True
37,3.7,77.28000000000009,19.30000000000003,92.64869376541688,15.9961140532601,15.368693765416793,14.650000000000015,False,False,-2.0,0.6147825774190476,1.530000000000003,-2.0,True
38,3.8000000000000003,79.19000000000008,19.10000000000003,94.24161225468522,15.929184892683487,15.05161225468514,14.550000000000015,False,False,-2.0,-0.6692916057661344,1.510000000000003,-2.0,True
39,3.9000000000000004,81.08000000000008,18.90000000000003,95.83148606114848,15.898738064632589,14.751486061148398,14.450000000000015,False,False,-2.0,-0.3044682805089869,1.4900000000000033,-2.0,True
40,4.0,82.95000000000009,18.70000000000003,97.42587982731875,15.943937661702678,14.475879827318664,14.350000000000016,False,False,-2.0,0.4519959707009029,1.4700000000000033,-2.0,True
41,4.1000000000000005,84.8000000000001,18.500000000000032,99.02274703763013,15.9686721031138,14.222747037630029,14.250000000000016,False,True,-2.0,0.24734441411121777,-8.549999999999997,-2.0,True
42,4.2,86.6250000000001,18.250000000000032,100.61659221478106,15.938451771509369,13.991592214780965,14.125000000000016,False,True,-2.5,-0.30220331604431494,-8.799999999999997,-2.0,True
43,4.3,88.4250000000001,18.000000000000032,102.21835511629592,16.017629015148582,13.793355116295828,14.000000000000016,False,True,-2.5,0.7917724363921337,-8.824999999999996,-2.0,True
44,4.4,90.2000000000001,17.750000000000032,103.82941481875375,16.110597024578258,13.629414818753645,13.875000000000016,False,True,-2.5,0.9296800942967711,-8.849999999999996,-2.0,True
45,4.5,91.9500000000001,17.500000000000032,105.44290843561575,16.134936168620083,13.492908435615647,13.750000000000016,False,True,-2.5,0.24339144041824357,-8.874999999999996,-2.0,True
46,4.6000000000000005,93.67500000000011,17.250000000000032,107.0653918376519,16.2248340203615,13.39039183765179,13.625000000000016,False,True,-2.5,0.8989785174141425,-8.899999999999997,-2.0,True
