step,time,x_ego,v_ego,lane_ego,x_slow,v_slow,lane_slow,x_side,v_side,lane_side,distance_front,safe_distance,front_gap_target,rear_gap_target,collision,safety_violation,unsafe_lane_change_attempt,lane_change_executed,a_ego,reward,a_nom,lane_cmd_nom,lane_cmd,use_safety_filter,scenario
1,0.1,2.0100000000000002,20.1,0,31.199170220047026,11.991702200470257,0,71.80220324493442,18.022032449344216,1,29.189170220047025,15.05,69.79220324493441,999.0,False,False,False,False,1.0,1.9100000000000001,1.0,0,0,False,safe_overtake
2,0.2,4.030000000000001,20.200000000000003,0,32.39334158384223,11.941713637951992,0,73.60242981559516,18.0022657066074,1,28.363341583842228,15.100000000000001,69.57242981559516,999.0,False,False,False,False,1.0,1.9200000000000004,1.0,0,0,False,safe_overtake
3,0.30000000000000004,6.060000000000002,20.300000000000004,0,33.5839805065456,11.906389227033703,0,75.39857977220359,17.961499566084278,1,27.5239805065456,15.150000000000002,69.33857977220359,999.0,False,False,False,False,1.0,1.9300000000000006,1.0,0,0,False,safe_overtake
4,0.4,8.090000000000003,20.300000000000004,0,34.771482031362744,11.87501524817147,0,77.19318533608245,17.946055638788582,1,26.68148203136274,15.150000000000002,69.10318533608245,999.0,False,False,False,False,0.0,2.0300000000000007,0.0,0,0,False,safe_overtake
5,0.5,10.120000000000005,20.300000000000004,0,35.9579512309222,11.864691995594537,0,78.98817906730135,17.94993731218892,1,25.837951230922194,15.150000000000002,68.86817906730134,999.0,False,False,False,False,0.0,2.0300000000000007,0.0,0,0,False,safe_overtake
6,0.6000000000000001,12.150000000000006,20.300000000000004,0,37.143612375625686,11.856611447034867,0,80.7850249935242,17.968459262228595,1,24.99361237562568,15.150000000000002,68.6350249935242,999.0,False,False,False,False,0.0,2.0300000000000007,0.0,0,0,False,safe_overtake
7,0.7000000000000001,14.180000000000007,20.300000000000004,0,38.326318042826486,11.827056672008018,0,82.58565209411097,18.00627100586769,1,24.14631804282648,15.150000000000002,68.40565209411096,999.0,False,False,False,False,0.0,2.0300000000000007,0.0,1,1,False,safe_overtake
8,0.8,16.210000000000008,20.300000000000004,0,39.504297585959264,11.77979543132781,0,84.38798386979953,18.02331775688553,1,23.294297585959256,15.150000000000002,68.17798386979952,999.0,False,False,False,False,0.0,2.0300000000000007,0.0,1,1,False,safe_overtake
9,0.9,18.24000000000001,20.300000000000004,0,40.681450177115714,11.771525911564524,0,86.19090254377254,18.029186739730104,1,22.441450177115705,15.150000000000002,67.95090254377253,999.0,False,False,False,False,0.0,2.0300000000000007,0.0,1,1,False,safe_overtake
10,1.0,20.27000000000001,20.300000000000004,0,41.85500663765812,11.735564605424047,0,87.9908022326364,17.99899688863859,1,21.58500663765811,15.150000000000002,67.72080223263639,999.0,False,False,False,False,0.0,2.0300000000000007,0.0,1,1,False,safe_overtake
11,1.1,22.30000000000001,20.300000000000004,0,43.031570543887284,11.765639062291601,0,89.79538453725745,18.04582304621053,1,20.731570543887273,15.150000000000002,67.49538453725744,999.0,False,False,False,False,0.0,2.0300000000000007,0.0,1,1,False,safe_overtake
12,1.2000000000000002,24.330000000000013,20.300000000000004,0,44.20626869189804,11.746981480107525,0,91.60189006803519,18.06505530777746,1,19.876268691898026,15.150000000000002,67.27189006803518,999.0,False,False,False,False,0.0,2.0300000000000007,0.0,1,1,False,safe_overtake
13,1.3,26.340000000000014,20.100000000000005,0,45.38473073143175,11.784620395337129,0,93.41234166544797,18.104515974127846,1,19.044730731431738,15.050000000000002,67.07234166544795,999.0,False,False,False,False,-2.0,1.6100000000000008,-2.0,1,1,False,safe_overtake
14,1.4000000000000001,28.330000000000016,19.900000000000006,0,46.559043213079164,11.743124816474106,0,95.21818381069308,18.058421452451135,1,18.229043213079148,14.950000000000003,66.88818381069306,999.0,False,False,False,False,-2.0,1.5900000000000007,-2.0,1,1,False,safe_overtake
15,1.5,30.30000000000002,19.700000000000006,0,47.73005399892222,11.710107858430563,0,97.02780738097249,18.096235702794075,1,17.430053998922205,14.850000000000003,66.72780738097248,999.0,False,False,False,False,-2.0,1.5700000000000007,-2.0,1,1,False,safe_overtake
16,1.6,32.25000000000002,19.500000000000007,0,48.89704825310361,11.669942541813867,0,98.83664202750195,18.08834646529458,1,16.64704825310359,14.750000000000004,66.58664202750194,999.0,False,False,False,False,-2.0,1.5500000000000007,-2.0,1,1,False,safe_overtake
17,1.7000000000000002,34.18000000000002,19.300000000000008,0,50.0686214025865,11.715731494828917,0,100.64580832688114,18.091662993791882,1,15.88862140258648,14.650000000000004,66.46580832688112,999.0,False,False,False,False,-2.0,1.5300000000000007,-2.0,1,1,False,safe_overtake
18,1.8,36.090000000000025,19.10000000000001,0,51.2421133232089,11.734919206223964,0,102.45312978257039,18.073214556892488,1,15.152113323208873,14.550000000000004,66.36312978257035,999.0,False,False,False,False,-2.0,1.5100000000000011,-2.0,1,1,False,safe_overtake
19,1.9000000000000001,37.980000000000025,18.90000000000001,0,52.41747025310811,11.753569298992122,0,104.2637974949786,18.106677124082225,1,14.437470253108081,14.450000000000005,66.28379749497859,999.0,False,True,False,False,-2.0,-8.51,-2.0,1,1,False,safe_overtake
20,2.0,39.85000000000002,18.70000000000001,0,53.58801006578076,11.705398126726541,0,106.07696665053628,18.131691555576722,1,13.738010065780735,14.350000000000005,66.22696665053626,999.0,False,True,False,False,-2.0,-8.53,-2.0,1,1,False,safe_overtake
21,2.1,41.700000000000024,18.50000000000001,0,54.76343848934248,11.75428423561719,0,107.89261746263774,18.156508121014706,1,13.063438489342452,14.250000000000005,66.19261746263771,999.0,False,True,False,False,-2.0,-8.549999999999999,-2.0,1,1,False,safe_overtake
22,2.2,43.53000000000002,18.30000000000001,0,55.93667135282484,11.73232863482363,0,109.71116106802373,18.185436053859856,1,12.406671352824816,14.150000000000006,66.1811610680237,999.0,False,True,False,False,-2.0,-8.569999999999999,-2.0,1,1,False,safe_overtake
23,2.3000000000000003,45.340000000000025,18.100000000000012,0,57.105936476372975,11.692651235481396,0,111.52918360867147,18.180225406477447,1,11.76593647637295,14.050000000000006,66.18918360867144,999.0,False,True,False,False,-2.0,-8.589999999999998,-2.0,1,1,False,safe_overtake
24,2.4000000000000004,47.130000000000024,17.900000000000013,0,58.27928755495205,11.733510785790706,0,113.34514229080295,18.159586821314814,1,11.149287554952025,13.950000000000006,66.21514229080293,999.0,False,True,False,False,-2.0,-8.61,-2.0,1,1,False,safe_overtake
25,2.5,48.90000000000003,17.700000000000014,0,59.45051638691698,11.71228831964934,0,115.15740125865563,18.12258967852664,1,10.550516386916954,13.850000000000007,66.25740125865559,999.0,False,True,False,False,-2.0,-8.629999999999999,-2.0,1,1,False,safe_overtake
26,2.6,50.65000000000003,17.500000000000014,0,60.616938888460616,11.66422501543637,0,116.97144858183769,18.14047323182063,1,9.96693888846059,13.750000000000007,66.32144858183767,999.0,False,True,False,False,-2.0,-8.649999999999999,-2.0,1,1,False,safe_overtake
27,2.7,52.38000000000003,17.300000000000015,0,61.780477671164256,11.635387827036377,0,118.78315137161347,18.11702789775785,1,9.400477671164225,13.650000000000007,66.40315137161343,999.0,False,True,False,False,-2.0,-8.669999999999998,-2.0,1,1,False,safe_overtake
28,2.8000000000000003,54.09000000000003,17.100000000000016,0,62.943932185460696,11.634545142964411,0,120.59038778684042,18.072364152269557,1,8.853932185460664,13.550000000000008,66.50038778684039,999.0,False,True,False,False,-2.0,-8.69,-2.0,1,1,False,safe_overtake
29,2.9000000000000004,55.78000000000004,16.900000000000016,0,64.10812787581206,11.641956903513613,0,122.39409148781644,18.037037009760137,1,8.328127875812022,13.450000000000008,66.61409148781641,999.0,False,True,False,False,-2.0,-8.709999999999999,-2.0,1,1,False,safe_overtake
30,3.0,57.45000000000004,16.700000000000017,0,65.27321662153246,11.650887457203941,0,124.19979277239267,18.05701284576223,1,7.823216621532417,13.350000000000009,66.74979277239262,999.0,False,True,False,False,-2.0,-8.729999999999999,-2.0,1,1,False,safe_overtake
31,3.1,59.10000000000004,16.500000000000018,0,66.43432871154113,11.611120900086725,0,126.00463461684708,18.048418444544186,1,7.33432871154109,13.250000000000009,66.90463461684705,999.0,False,True,False,False,-2.0,-8.749999999999998,-2.0,1,1,False,safe_overtake
32,3.2,60.73000000000004,16.30000000000002,0,67.59738480312707,11.6305609158595,0,127.80861825399677,18.039836371496875,1,6.867384803127031,13.15000000000001,67.07861825399672,999.0,False,True,False,False,-2.0,-8.769999999999998,-2.0,1,1,False,safe_overtake
33,3.3000000000000003,62.34000000000004,16.10000000000002,0,68.75594042930248,11.585556261754109,0,129.6129608552056,18.043426012088425,1,6.415940429302445,13.05000000000001,67.27296085520558,999.0,False,True,False,False,-2.0,-8.789999999999997,-2.0,1,1,False,safe_overtake
34,3.4000000000000004,63.93000000000004,15.90000000000002,0,69.91613400193009,11.601935726276087,0,131.41745234753503,18.044914923294254,1,5.986134001930047,12.95000000000001,67.487452347535,999.0,False,True,False,False,-2.0,-8.809999999999999,-2.0,1,1,False,safe_overtake
35,3.5,65.50000000000004,15.70000000000002,0,71.08077352211761,11.646395201875169,0,133.22280939026948,18.053570427344454,1,5.580773522117568,12.85000000000001,67.72280939026943,999.0,False,True,False,False,-2.0,-8.829999999999998,-2.0,1,1,False,safe_overtake
36,3.6,67.05000000000004,15.500000000000021,0,72.249447061458,11.686735393403957,0,135.0245411800454,18.017317897759078,1,5.19944706145796,12.75000000000001,67.97454118004535,999.0,False,True,False,False,-2.0,-8.849999999999998,-2.0,1,1,False,safe_overtake
37,3.7,68.58000000000004,15.300000000000022,0,73.4145133642709,11.650663028129033,0,136.8293468827084,18.04805702663003,1,4.834513364270862,12.650000000000011,68.24934688270835,999.0,False,True,False,False,-2.0,-8.869999999999997,-2.0,1,1,False,safe_overtake
38,3.8000000000000003,70.09000000000005,15.100000000000023,0,74.57855643545366,11.640430711827586,0,138.63080612734257,18.014592446341723,1,4.488556435453617,12.550000000000011,68.54080612734252,999.0,False,True,False,False,-2.0,-8.889999999999999,-2.0,1,1,False,safe_overtake
39,3.9000000000000004,71.58000000000006,14.900000000000023,0,75.74687459244038,11.68318156986719,0,140.4307430305742,17.999369032316274,1,4.1668745924403225,12.450000000000012,68.85074303057415,999.0,False,True,False,False,-2.0,-8.909999999999998,-2.0,1,1,False,safe_overtake
40,4.0,73.05000000000005,14.700000000000024,0,76.91770087045846,11.708262780180805,0,142.23293991365935,18.021968830851318,1,3.867700870458407,12.350000000000012,69.1829399136593,999.0,False,True,False,False,-2.0,-8.929999999999998,-2.0,1,1,False,safe_overtake
41,4.1000000000000005,74.50000000000006,14.500000000000025,0,78.0923602093886,11.746593389301387,0,144.03637351881503,18.034336051556878,1,3.592360209388545,12.250000000000012,69.53637351881497,999.0,False,True,False,False,-2.0,-8.949999999999998,-2.0,1,1,False,safe_overtake
42,4.2,75.93000000000006,14.300000000000026,0,79.26952897265902,11.77168763270412,0,145.8382961073905,18.01922588575466,1,3.339528972658954,12.150000000000013,69.90829610739044,999.0,False,True,False,False,-2.0,-8.969999999999997,-2.0,1,1,False,safe_overtake
