collision,num_safety_violations,unsafe_lane_change_attempts,lane_change_executed,final_lane,min_distance_front,mean_speed,total_reward,method,scenario,seed
False,59,0,True,1,2.7440138920400443,12.928666666666699,-254.53999999999905,Baseline,blocked_by_front,40
True,32,0,False,0,1.9319850856301883,17.482000000000014,-347.68999999999994,Baseline,blocked_by_front,41
False,60,0,True,1,10.279635694555807,15.316333333333402,-199.10999999999788,Baseline,blocked_by_front,42
False,61,0,True,1,10.914726503881568,15.415333333333407,-206.03999999999775,Baseline,blocked_by_front,43
False,58,0,True,1,3.316875034399814,13.142000000000031,-237.83999999999904,Baseline,blocked_by_front,44
False,57,0,True,1,3.2774002704186955,13.3446666666667,-221.459999999999,Baseline,blocked_by_front,45
False,63,0,True,1,10.476244008166574,15.005333333333402,-239.13999999999788,Baseline,blocked_by_front,46
False,71,0,True,1,10.04073965619692,15.83100000000007,-294.96999999999775,Baseline,blocked_by_front,47
False,71,0,True,1,9.89649736796747,15.272333333333403,-312.5299999999979,Baseline,blocked_by_front,48
False,64,0,True,1,10.238454864299626,15.418000000000072,-236.25999999999783,Baseline,blocked_by_front,49
False,42,0,True,1,11.557664966475095,14.990500000000043,-34.63499999999863,Safety-filtered,blocked_by_front,0
False,43,0,True,1,11.669183608671474,15.719000000000051,-22.504999999998432,Safety-filtered,blocked_by_front,1
False,44,0,True,1,5.012054224774118,13.638000000000003,-89.4599999999999,Safety-filtered,blocked_by_front,2
False,39,0,True,1,11.167448801158393,15.027500000000046,-1.8499999999986727,Safety-filtered,blocked_by_front,3
False,44,0,True,1,5.538130087888163,13.940666666666669,-79.87999999999985,Safety-filtered,blocked_by_front,4
False,43,0,True,1,11.14792793238935,15.370833333333382,-33.14999999999856,Safety-filtered,blocked_by_front,5
False,44,0,True,1,5.590059573017896,13.762000000000004,-85.2399999999999,Safety-filtered,blocked_by_front,6
False,39,0,True,1,11.164398728590236,15.148166666666711,1.3700000000013972,Safety-filtered,blocked_by_front,7
False,48,0,True,1,11.25330450912083,15.086500000000045,-93.70499999999862,Safety-filtered,blocked_by_front,8
False,43,0,True,1,11.472101526032446,15.05433333333338,-43.144999999998596,Safety-filtered,blocked_by_front,9
False,45,0,True,1,5.038357625935589,13.367,-108.01499999999996,Safety-filtered,blocked_by_front,10
False,51,0,True,1,11.052739188173135,15.418666666666716,-114.81499999999853,Safety-filtered,blocked_by_front,11
False,44,0,True,1,11.194891047254906,15.450000000000049,-40.89999999999854,Safety-filtered,blocked_by_front,12
False,40,0,True,1,11.247165240723717,14.881500000000045,-17.354999999998668,Safety-filtered,blocked_by_front,13
False,37,0,True,1,10.776389120154455,14.89800000000004,13.9150000000013,Safety-filtered,blocked_by_front,14
False,46,0,True,1,4.5592123384707435,13.352500000000001,-118.77499999999992,Safety-filtered,blocked_by_front,15
False,46,0,True,1,4.582533934317908,13.538166666666669,-112.8049999999999,Safety-filtered,blocked_by_front,16
False,44,0,True,1,5.258889999272128,13.843000000000002,-82.90999999999988,Safety-filtered,blocked_by_front,17
False,53,0,True,1,11.095564424622637,15.56500000000005,-131.07499999999854,Safety-filtered,blocked_by_front,18
False,44,0,True,1,11.203496520344231,14.995500000000048,-54.934999999998595,Safety-filtered,blocked_by_front,19
False,51,0,True,1,11.320155294923886,15.580166666666718,-109.2699999999985,Safety-filtered,blocked_by_front,20
False,42,0,True,1,5.587577075149895,14.052833333333341,-56.264999999999816,Safety-filtered,blocked_by_front,21
False,47,0,True,1,11.571622910776057,14.985833333333378,-86.29999999999859,Safety-filtered,blocked_by_front,22
False,50,0,True,1,11.066191117544626,14.962500000000045,-118.17499999999863,Safety-filtered,blocked_by_front,23
False,44,0,True,1,11.207041897029896,14.819500000000044,-60.51499999999865,Safety-filtered,blocked_by_front,24
False,47,0,True,1,4.4355944054312175,13.094166666666666,-137.04999999999995,Safety-filtered,blocked_by_front,25
False,46,0,True,1,11.158587979781394,15.187166666666714,-69.5349999999986,Safety-filtered,blocked_by_front,26
False,41,0,True,1,11.450466219281509,15.319666666666716,-13.834999999998558,Safety-filtered,blocked_by_front,27
False,46,0,True,1,11.30033133247182,15.420833333333382,-62.624999999998536,Safety-filtered,blocked_by_front,28
False,39,0,True,1,11.51151364672372,15.30150000000005,6.670000000001522,Safety-filtered,blocked_by_front,29
False,46,0,True,1,5.160794996354568,13.45116666666667,-115.71499999999992,Safety-filtered,blocked_by_front,30
False,41,0,True,1,11.042040424795708,14.659833333333378,-34.529999999998736,Safety-filtered,blocked_by_front,31
False,42,0,True,1,11.357813193547699,15.451166666666717,-20.214999999998547,Safety-filtered,blocked_by_front,32
False,45,0,True,1,10.860142287296341,15.302333333333378,-55.75499999999859,Safety-filtered,blocked_by_front,33
False,34,0,True,1,11.661717578992494,15.314833333333379,58.09500000000142,Safety-filtered,blocked_by_front,34
False,44,0,True,1,5.614091620433285,13.85666666666667,-82.59999999999988,Safety-filtered,blocked_by_front,35
False,45,0,True,1,4.890147034331008,13.751000000000003,-96.19499999999994,Safety-filtered,blocked_by_front,36
False,43,0,True,1,11.39730958962221,15.060833333333381,-42.14999999999865,Safety-filtered,blocked_by_front,37
