step,time,x_ego,v_ego,x_front,v_front,distance,safe_distance,collision,safety_violation,a_ego,a_front,reward,a_nom,use_cbf
38,3.8000000000000003,66.70000000000005,14.000000000000021,83.5116122546852,14.429184892683475,16.81161225468516,12.00000000000001,False,False,-2.0,-0.6692916057661344,1.0000000000000022,-2.0,False
39,3.9000000000000004,68.08000000000004,13.800000000000022,84.95148606114846,14.398738064632576,16.871486061148417,11.900000000000011,False,False,-2.0,-0.3044682805089869,0.9800000000000023,-2.0,False
40,4.0,69.44000000000004,13.600000000000023,86.39587982731872,14.443937661702666,16.955879827318682,11.800000000000011,False,False,-2.0,0.4519959707009029,0.9600000000000023,-2.0,False
41,4.1000000000000005,70.78000000000004,13.400000000000023,87.8427470376301,14.468672103113787,17.06274703763006,11.700000000000012,False,False,-2.0,0.24734441411121777,0.9400000000000025,-2.0,False
42,4.2,72.10000000000005,13.200000000000024,89.28659221478104,14.438451771509357,17.186592214780987,11.600000000000012,False,False,-2.0,-0.30220331604431494,0.9200000000000025,-2.0,False
43,4.3,73.40000000000005,13.000000000000025,90.73835511629589,14.51762901514857,17.338355116295844,11.500000000000012,False,False,-2.0,0.7917724363921337,0.9000000000000025,-2.0,False
44,4.4,74.68000000000005,12.800000000000026,92.19941481875372,14.610597024578247,17.519414818753674,11.400000000000013,False,False,-2.0,0.9296800942967711,0.8800000000000027,-2.0,False
45,4.5,75.94000000000005,12.600000000000026,93.66290843561573,14.634936168620072,17.72290843561568,11.300000000000013,False,False,-2.0,0.24339144041824357,0.8600000000000027,-2.0,False
46,4.6000000000000005,77.18000000000006,12.400000000000027,95.10539183765188,14.424834020361487,17.925391837651816,11.200000000000014,False,False,-2.0,-2.1010214825858577,0.8400000000000029,-2.0,False
47,4.7,78.40000000000006,12.200000000000028,96.54944303197577,14.440511943238914,18.149443031975707,11.100000000000014,False,False,-2.0,0.15677922877426353,0.8200000000000028,-2.0,False
48,4.800000000000001,79.60000000000007,12.000000000000028,97.98823476590452,14.387917339287519,18.388234765904457,11.000000000000014,False,False,-2.0,-0.5259460395139446,0.8000000000000028,-2.0,False
49,4.9,80.78000000000007,11.80000000000003,99.42850008956673,14.402653236621976,18.648500089566653,10.900000000000015,False,False,-2.0,0.1473589733445717,0.780000000000003,-2.0,False
50,5.0,81.94000000000007,11.60000000000003,100.84110831150134,14.12608221934612,18.901108311501275,10.800000000000015,False,False,-2.0,-2.7657101727585522,0.760000000000003,-2.0,False
51,5.1000000000000005,83.08000000000007,11.40000000000003,102.2542576954811,14.131493839797642,19.17425769548103,10.700000000000015,False,False,-2.0,0.05411620451521859,0.740000000000003,-2.0,False
52,5.2,84.20000000000007,11.200000000000031,103.66455247466092,14.102947791798142,19.46455247466085,10.600000000000016,False,False,-2.0,-0.28546047999500046,0.7200000000000032,-2.0,False
53,5.300000000000001,85.30000000000008,11.000000000000032,105.07731445615657,14.127619814956503,19.77731445615649,10.500000000000016,False,False,-2.0,0.24672023158360545,0.7000000000000032,-2.0,False
54,5.4,86.38000000000008,10.800000000000033,106.4686651823271,13.913507261705256,20.08866518232702,10.400000000000016,False,False,-2.0,-2.1411255325124774,0.6800000000000034,-2.0,False
55,5.5,87.46000000000008,10.800000000000033,107.86996236550665,14.012971831795552,20.409962365506573,10.400000000000016,False,False,0.0,0.994645700902961,1.0800000000000034,0.0,False
56,5.6000000000000005,88.54000000000008,10.800000000000033,109.26400226367879,13.940398981721327,20.724002263678713,10.400000000000016,False,False,0.0,-0.7257285007422445,1.0800000000000034,0.0,False
57,5.7,89.62000000000008,10.800000000000033,110.66197852508073,13.979762614019307,21.04197852508065,10.400000000000016,False,False,0.0,0.39363632297980033,1.0800000000000034,0.0,False
58,5.800000000000001,90.70000000000007,10.800000000000033,112.0350640475347,13.7308552245398,21.33506404753463,10.400000000000016,False,False,0.0,-2.4890738947950672,1.0800000000000034,0.0,False
59,5.9,91.78000000000007,10.800000000000033,113.41661006069961,13.815460131649097,21.63661006069954,10.400000000000016,False,False,0.0,0.8460490710929667,1.0800000000000034,0.0,False
60,6.0,92.86000000000007,10.800000000000033,114.79064149310396,13.74031432404353,21.93064149310389,10.400000000000016,False,False,0.0,-0.7514580760556706,1.0800000000000034,0.0,False
61,6.1000000000000005,93.94000000000007,10.800000000000033,116.12519714524586,13.345556521419073,22.185197145245795,10.400000000000016,False,False,0.0,-3.9475780262445612,1.0800000000000034,0.0,False
62,6.2,95.02000000000007,10.800000000000033,117.42467701873983,12.994798734939682,22.40467701873976,10.400000000000016,False,False,0.0,-3.507577864793908,1.0800000000000034,0.0,False
63,6.300000000000001,96.10000000000007,10.800000000000033,118.72493351352063,13.002564947808013,22.62493351352056,10.400000000000016,False,False,0.0,0.07766212868330569,1.0800000000000034,0.0,False
64,6.4,97.18000000000006,10.800000000000033,120.03203062614863,13.070971126279934,22.85203062614856,10.400000000000016,False,False,0.0,0.6840617847192114,1.0800000000000034,0.0,False
65,6.5,98.26000000000006,10.800000000000033,121.30471141235684,12.726807862082161,23.044711412356776,10.400000000000016,False,False,0.0,-3.441632641977721,1.0800000000000034,0.0,False
66,6.6000000000000005,99.34000000000006,10.800000000000033,122.58678411353145,12.820727011746095,23.24678411353139,10.400000000000016,False,False,0.0,0.9391914966393491,1.0800000000000034,0.0,False
67,6.7,100.42000000000006,10.800000000000033,123.85922976049352,12.724456469620684,23.43922976049346,10.400000000000016,False,False,0.0,-0.962705421254114,1.0800000000000034,0.0,False
68,6.800000000000001,101.50000000000006,10.800000000000033,125.1263348929324,12.671051324388888,23.62633489293235,10.400000000000016,False,False,0.0,-0.5340514523179591,1.0800000000000034,0.0,False
69,6.9,102.58000000000006,10.800000000000033,126.39119723825257,12.648623453201722,23.811197238252518,10.400000000000016,False,False,0.0,-0.2242787118716565,1.0800000000000034,0.0,False
70,7.0,103.66000000000005,10.800000000000033,127.66100201642749,12.698047781749159,24.001002016427435,10.400000000000016,False,False,0.0,0.49424328547436924,1.0800000000000034,0.0,False
71,7.1000000000000005,104.74000000000005,10.800000000000033,128.92353589911562,12.625338826881295,24.18353589911557,10.400000000000016,False,False,0.0,-0.72708954867863,1.0800000000000034,0.0,False
72,7.2,105.82000000000005,10.800000000000033,130.14849665091856,12.249607518029443,24.32849665091851,10.400000000000016,False,False,0.0,-3.7573130885185253,1.0800000000000034,0.0,False
73,7.300000000000001,106.90000000000005,10.800000000000033,131.33560728530364,11.871106343850661,24.43560728530359,10.400000000000016,False,False,0.0,-3.785011741787814,1.0800000000000034,0.0,False
74,7.4,107.98000000000005,10.800000000000033,132.52697769929637,11.913704139927196,24.54697769929632,10.400000000000016,False,False,0.0,0.4259779607653533,1.0800000000000034,0.0,False
75,7.5,109.06000000000004,10.800000000000033,133.70859923289228,11.816215335959019,24.648599232892238,10.400000000000016,False,False,0.0,-0.9748880396817683,1.0800000000000034,0.0,False
76,7.6000000000000005,110.14000000000004,10.800000000000033,134.86956629308818,11.609670601959072,24.72956629308814,10.400000000000016,False,False,0.0,-2.065447339999456,1.0800000000000034,0.0,False
77,7.7,111.22000000000004,10.800000000000033,136.0245992179773,11.55032924889127,24.80459921797727,10.400000000000016,False,False,0.0,-0.593413530678019,1.0800000000000034,0.0,False
78,7.800000000000001,112.30000000000004,10.800000000000033,137.18450865994794,11.599094419706288,24.884508659947898,10.400000000000016,False,False,0.0,0.4876517081501859,1.0800000000000034,0.0,False
79,7.9,113.38000000000004,10.800000000000033,138.34604528046404,11.61536620516094,24.966045280464,10.400000000000016,False,False,0.0,0.16271785454651555,1.0800000000000034,0.0,False
80,8.0,114.46000000000004,10.800000000000033,139.51451847700994,11.684731965458948,25.054518477009907,10.400000000000016,False,False,0.0,0.6936576029800705,1.0800000000000034,0.0,False
81,8.1,115.55000000000004,10.900000000000032,140.68286706784122,11.683485908312694,25.132867067841175,10.450000000000017,False,False,1.0,-0.012460571462540093,0.9900000000000032,1.0,False
82,8.200000000000001,116.65000000000005,11.000000000000032,141.8577952766635,11.74928208822273,25.207795276663447,10.500000000000016,False,False,1.0,0.6579617991003575,1.000000000000003,1.0,False
83,8.3,117.76000000000005,11.100000000000032,143.02309500952933,11.652997328658211,25.26309500952928,10.550000000000015,False,False,1.0,-0.962847595645181,1.0100000000000031,1.0,False
84,8.4,118.88000000000005,11.200000000000031,144.15812164461389,11.350266350845617,25.278121644613833,10.600000000000016,False,False,1.0,-3.0273097781259364,1.0200000000000031,1.0,False
85,8.5,120.01000000000006,11.300000000000031,145.29452530844017,11.364036638262913,25.28452530844011,10.650000000000016,False,False,1.0,0.13770287417296267,1.0300000000000031,1.0,False
86,8.6,121.15000000000006,11.40000000000003,146.4407012953547,11.461759869145403,25.290701295354637,10.700000000000015,False,False,1.0,0.9772323088248978,1.040000000000003,1.0,False
87,8.700000000000001,122.30000000000007,11.50000000000003,147.58448010572172,11.437788103670114,25.284480105721656,10.750000000000014,False,False,1.0,-0.2397176547528992,1.050000000000003,1.0,False
88,8.8,123.46000000000006,11.60000000000003,148.73316560470687,11.486854989851414,25.273165604706804,10.800000000000015,False,False,1.0,0.4906688618130042,1.060000000000003,1.0,False
89,8.9,124.63000000000007,11.70000000000003,149.87714949484527,11.439838901383975,25.247149494845203,10.850000000000016,False,False,1.0,-0.4701608846743812,1.070000000000003,1.0,False
90,9.0,125.81000000000007,11.80000000000003,150.98853506894196,11.113855740966796,25.178535068941883,10.900000000000015,False,False,1.0,-3.2598316041717874,1.080000000000003,1.0,False
91,9.1,127.00000000000007,11.900000000000029,152.09412412323692,11.055890542949765,25.094124123236853,10.950000000000014,False,False,1.0,-0.5796519801703208,1.0900000000000027,1.0,False
92,9.200000000000001,128.20000000000007,12.000000000000028,153.19104390715898,10.969197839220588,24.99104390715891,11.000000000000014,False,False,1.0,-0.8669270372917701,1.1000000000000028,1.0,False
93,9.3,129.4000000000001,12.000000000000028,154.2940587823559,11.030148751969257,24.894058782355813,11.000000000000014,False,False,0.0,0.6095091274866908,1.2000000000000028,0.0,False
94,9.4,130.60000000000008,12.000000000000028,155.39986287517044,11.058040928145244,24.799862875170362,11.000000000000014,False,False,0.0,0.27892176175988026,1.2000000000000028,0.0,False
95,9.5,131.80000000000007,12.000000000000028,156.51416312739295,11.143002522225114,24.71416312739288,11.000000000000014,False,False,0.0,0.8496159407987014,1.2000000000000028,0.0,False
96,9.600000000000001,133.00000000000006,12.000000000000028,157.61978260142914,11.056194740361919,24.61978260142908,11.000000000000014,False,False,0.0,-0.8680778186319524,1.2000000000000028,0.0,False
97,9.700000000000001,134.20000000000005,12.000000000000028,158.7308456360562,11.110630346270568,24.530845636056142,11.000000000000014,False,False,0.0,0.5443560590864935,1.2000000000000028,0.0,False
98,9.8,135.40000000000003,12.000000000000028,159.85054811206717,11.197024760109935,24.45054811206714,11.000000000000014,False,False,0.0,0.8639441383936746,1.2000000000000028,0.0,False
99,9.9,136.60000000000002,12.000000000000028,160.9349378298006,10.843897177334219,24.334937829800566,11.000000000000014,False,False,0.0,-3.5312758277571588,1.2000000000000028,0.0,False
100,10.0,137.8,12.000000000000028,162.02830787394777,10.933700441471743,24.228307873947756,11.000000000000014,False,False,0.0,0.8980326413752329,1.2000000000000028,0.0,False
101,10.100000000000001,139.0,12.000000000000028,163.12281098185883,10.945031079110773,24.122810981858834,11.000000000000014,False,False,0.0,0.11330637639031282,1.2000000000000028,0.0,False
102,10.200000000000001,140.2,12.000000000000028,164.22014541394884,10.97334432090004,24.020145413948853,11.000000000000014,False,False,0.0,0.28313241789267507,1.2000000000000028,0.0,False
103,10.3,141.39999999999998,12.000000000000028,165.31719965938078,10.970542454319421,23.9171996593808,11.000000000000014,False,False,0.0,-0.02801866580618051,1.2000000000000028,0.0,False
104,10.4,142.59999999999997,12.000000000000028,166.4152448632429,10.980452038621134,23.815244863242924,11.000000000000014,False,False,0.0,0.09909584301712515,1.2000000000000028,0.0,False
105,10.5,143.79999999999995,12.000000000000028,167.52166473581767,11.064198725747856,23.72166473581771,11.000000000000014,False,False,0.0,0.8374668712672122,1.2000000000000028,0.0,False
106,10.600000000000001,144.99999999999994,12.000000000000028,168.63734985896127,11.156851231435999,23.63734985896133,11.000000000000014,False,False,0.0,0.9265250568814236,1.2000000000000028,0.0,False
107,10.700000000000001,146.19999999999993,12.000000000000028,169.74556157249367,11.082117135323927,23.54556157249374,11.000000000000014,False,False,0.0,-0.7473409611207253,1.2000000000000028,0.0,False
108,10.8,147.39999999999992,12.000000000000028,170.8238865293396,10.783249568459306,23.423886529339683,11.000000000000014,False,False,0.0,-2.9886756686462066,1.2000000000000028,0.0,False
109,10.9,148.5999999999999,12.000000000000028,171.8811708904099,10.572843610702842,23.28117089040998,11.000000000000014,False,False,0.0,-2.1040595775646382,1.2000000000000028,0.0,False
110,11.0,149.7999999999999,12.000000000000028,172.92875563109502,10.475847406851265,23.128755631095117,11.000000000000014,False,False,0.0,-0.9699620385157552,1.2000000000000028,0.0,False
111,11.100000000000001,150.9999999999999,12.000000000000028,173.97298164326747,10.442260121724633,22.972981643267588,11.000000000000014,False,False,0.0,-0.33587285126632604,1.2000000000000028,0.0,False
112,11.200000000000001,152.19999999999987,12.000000000000028,174.99339746928246,10.20415826014995,22.79339746928258,11.000000000000014,False,False,0.0,-2.381018615746836,1.2000000000000028,0.0,False
113,11.3,153.39999999999986,12.000000000000028,176.0226154449441,10.292179756616623,22.622615444944245,11.000000000000014,False,False,0.0,0.8802149646667343,1.2000000000000028,0.0,False
114,11.4,154.59999999999985,12.000000000000028,177.059410060294,10.367946153498991,22.459410060294147,11.000000000000014,False,False,0.0,0.7576639688236881,1.2000000000000028,0.0,False
115,11.5,155.79999999999984,12.000000000000028,178.10431252201806,10.44902461724072,22.304312522018222,11.000000000000014,False,False,0.0,0.8107846374172984,1.2000000000000028,0.0,False
116,11.600000000000001,156.99999999999983,12.000000000000028,179.15014192006254,10.458293980444795,22.15014192006271,11.000000000000014,False,False,0.0,0.09269363204074654,1.2000000000000028,0.0,False
117,11.700000000000001,158.19999999999982,12.000000000000028,180.1916856951417,10.415437750791625,21.991685695141882,11.000000000000014,False,False,0.0,-0.42856229653170486,1.2000000000000028,0.0,False
118,11.8,159.3999999999998,12.000000000000028,181.23521167637378,10.435259812320801,21.835211676373973,11.000000000000014,False,False,0.0,0.19822061529175672,1.2000000000000028,0.0,False
119,11.9,160.5999999999998,12.000000000000028,182.2506072857698,10.15395609396013,21.650607285770008,11.000000000000014,False,False,0.0,-2.813037183606726,1.2000000000000028,0.0,False
120,12.0,161.79999999999978,12.000000000000028,183.27215010574352,10.215428199737097,21.472150105743737,11.000000000000014,False,False,0.0,0.6147210577696829,1.2000000000000028,0.0,False
121,12.100000000000001,162.99999999999977,12.000000000000028,184.30155069988774,10.294005941442128,21.30155069988797,11.000000000000014,False,False,0.0,0.7857774170503027,1.2000000000000028,0.0,False
122,12.200000000000001,164.19999999999976,12.000000000000028,185.3246314980645,10.23080798176762,21.12463149806473,11.000000000000014,False,False,0.0,-0.6319795967450699,1.2000000000000028,0.0,False
123,12.3,165.39999999999975,12.000000000000028,186.34995291978214,10.253214217176607,20.94995291978239,11.000000000000014,False,False,0.0,0.22406235408986785,1.2000000000000028,0.0,False
124,12.4,166.59999999999974,12.000000000000028,187.34367821509983,9.937252953176834,20.74367821510009,11.000000000000014,False,False,0.0,-3.159612639997736,1.2000000000000028,0.0,False
125,12.5,167.79999999999973,12.000000000000028,188.34577554597706,10.020973308772339,20.545775545977335,11.000000000000014,False,False,0.0,0.8372035559550517,1.2000000000000028,0.0,False
126,12.600000000000001,168.99999999999972,12.000000000000028,189.3274080598349,9.81632513857855,20.327408059835193,11.000000000000014,False,False,0.0,-2.0464817019378807,1.2000000000000028,0.0,False
127,12.700000000000001,170.1999999999997,12.000000000000028,190.31851624445994,9.911081846250214,20.11851624446024,11.000000000000014,False,False,0.0,0.9475670767166451,1.2000000000000028,0.0,False
128,12.8,171.3999999999997,12.000000000000028,191.31620134524456,9.976851007846353,19.916201345244872,11.000000000000014,False,False,0.0,0.6576916159613859,1.2000000000000028,0.0,False
129,12.9,172.5799999999997,11.80000000000003,192.31644796999535,10.002466247507822,19.736447969995652,10.900000000000015,False,False,-2.0,0.2561523966147008,0.780000000000003,-2.0,False
130,13.0,173.7399999999997,11.60000000000003,193.31843126155925,10.01983291563904,19.578431261559558,10.800000000000015,False,False,-2.0,0.1736666813121659,0.760000000000003,-2.0,False
131,13.100000000000001,174.8799999999997,11.40000000000003,194.32758082985174,10.091495682924847,19.44758082985203,10.700000000000015,False,False,-2.0,0.7166276728580847,0.740000000000003,-2.0,False
132,13.200000000000001,175.99999999999972,11.200000000000031,195.34069154311317,10.131107132614307,19.34069154311345,10.600000000000016,False,False,-2.0,0.396114496894606,0.7200000000000032,-2.0,False
133,13.3,177.0999999999997,11.000000000000032,196.35025587631134,10.095643331981657,19.250255876311627,10.500000000000016,False,False,-2.0,-0.3546380063265071,0.7000000000000032,-2.0,False
134,13.4,178.17999999999972,10.800000000000033,197.35883768823777,10.085818119264328,19.178837688238048,10.400000000000016,False,False,-2.0,-0.09825212717330167,0.6800000000000034,-2.0,False
135,13.5,179.23999999999972,10.600000000000033,198.36563572716264,10.067980389248765,19.125635727162916,10.300000000000017,False,False,-2.0,-0.1783773001556288,0.6600000000000034,-2.0,False
136,13.600000000000001,180.27999999999972,10.400000000000034,199.36878144500668,10.031457178440421,19.08878144500696,10.200000000000017,False,False,-2.0,-0.3652321080834462,0.6400000000000033,-2.0,False
137,13.700000000000001,181.29999999999973,10.200000000000035,200.37053210826716,10.017506632604674,19.07053210826743,10.100000000000017,False,False,-2.0,-0.1395054583574713,0.6200000000000035,-2.0,False
138,13.8,182.29999999999973,10.000000000000036,201.37583878935632,10.053066810891536,19.075838789356595,10.000000000000018,False,False,-2.0,0.3556017828686222,0.6000000000000035,-2.0,False
139,13.9,183.27999999999972,9.800000000000036,202.37967949063244,10.038407012761143,19.099679490632724,9.900000000000018,False,False,-2.0,-0.14659798130393442,0.5800000000000036,-2.0,False
140,14.0,184.23999999999972,9.600000000000037,203.38947296798773,10.097934773552856,19.149472967988004,9.800000000000018,False,False,-2.0,0.5952776079171331,0.5600000000000037,-2.0,False
141,14.100000000000001,185.17999999999972,9.400000000000038,204.40734328445953,10.178703164718131,19.227343284459806,9.700000000000019,False,False,-2.0,0.8076839116527439,0.5400000000000038,-2.0,False
142,14.200000000000001,186.09999999999974,9.200000000000038,205.42061776617194,10.132744817124083,19.320617766172205,9.60000000000002,False,False,-2.0,-0.45958347594048443,0.5200000000000039,-2.0,False
143,14.3,186.99999999999974,9.000000000000039,206.4409902067383,10.203724405663563,19.440990206738547,9.50000000000002,False,False,-2.0,0.7097958853948048,0.5000000000000039,-2.0,False
144,14.4,187.87999999999974,8.80000000000004,207.46740586898474,10.264156622464482,19.587405868985,9.40000000000002,False,False,-2.0,0.6043221680091961,0.480000000000004,-2.0,False
145,14.5,188.73999999999975,8.60000000000004,208.49848438173694,10.310785127521983,19.75848438173719,9.30000000000002,False,False,-2.0,0.46628505057502223,0.4600000000000041,-2.0,False
146,14.600000000000001,189.57999999999976,8.400000000000041,209.53498057269917,10.36496190962236,19.954980572699412,9.20000000000002,False,False,-2.0,0.541767821003776,0.44000000000000417,-2.0,False
147,14.700000000000001,190.39999999999975,8.200000000000042,210.57079096123326,10.358103885340757,20.170790961233507,9.100000000000021,False,False,-2.0,-0.06858024281603825,0.42000000000000426,-2.0,False
148,14.8,191.21999999999974,8.200000000000042,211.59796553673567,10.271745755024098,20.37796553673593,9.100000000000021,False,False,0.0,-0.8635813031665918,0.8200000000000043,0.0,False
149,14.9,192.03999999999974,8.200000000000042,212.61673263379205,10.187670970563747,20.576732633792318,9.100000000000021,False,False,0.0,-0.8407478446034953,0.8200000000000043,0.0,False
150,15.0,192.85999999999973,8.200000000000042,213.62913198787504,10.1239935408299,20.769131987875312,9.100000000000021,False,False,0.0,-0.6367742973384725,0.8200000000000043,0.0,False
151,15.100000000000001,193.67999999999972,8.200000000000042,214.64903057485714,10.19898586982108,20.969030574857413,9.100000000000021,False,False,0.0,0.7499232899117962,0.8200000000000043,0.0,False
152,15.200000000000001,194.49999999999972,8.200000000000042,215.67031905009415,10.212884752370154,21.170319050094434,9.100000000000021,False,False,0.0,0.13898882549075142,0.8200000000000043,0.0,False
153,15.3,195.3199999999997,8.200000000000042,216.69094512578644,10.206260756922816,21.370945125786733,9.100000000000021,False,False,0.0,-0.06623995447338737,0.8200000000000043,0.0,False
154,15.4,196.1399999999997,8.200000000000042,217.706072000635,10.151268748485633,21.5660720006353,9.100000000000021,False,False,0.0,-0.5499200843718308,0.8200000000000043,0.0,False
155,15.5,196.9599999999997,8.200000000000042,218.7174442722376,10.113722716026016,21.757444272237905,9.100000000000021,False,False,0.0,-0.3754603245961661,0.8200000000000043,0.0,False
156,15.600000000000001,197.7799999999997,8.200000000000042,219.73700925433923,10.195649821016328,21.95700925433954,9.100000000000021,False,False,0.0,0.8192710499031142,0.8200000000000043,0.0,False
157,15.700000000000001,198.59999999999968,8.200000000000042,220.74879206245575,10.117828081165134,22.148792062456067,9.100000000000021,False,False,0.0,-0.7782173985119416,0.8200000000000043,0.0,False
158,15.8,199.41999999999967,8.200000000000042,221.76056655398585,10.117744915300912,22.34056655398618,9.100000000000021,False,False,0.0,-0.0008316586422278949,0.8200000000000043,0.0,False
