collision,num_safety_violations,unsafe_lane_change_attempts,lane_change_executed,final_lane,min_distance_front,mean_speed,total_reward,method,scenario,seed
True,47,0,True,1,1.71427078049976,23.479020979021104,59.00000000000361,Baseline,blocked_by_rear,0
True,45,0,True,1,1.852220724017684,24.09189189189203,120.32000000000396,Baseline,blocked_by_rear,1
True,53,0,True,1,1.9858293908255291,23.258131487889397,-2.1399999999964336,Baseline,blocked_by_rear,2
True,48,0,True,1,1.6692752688151131,23.467128027681788,54.200000000003655,Baseline,blocked_by_rear,3
True,47,0,True,1,1.83953336723755,23.725085910653053,77.30000000000375,Baseline,blocked_by_rear,4
True,47,0,True,1,1.5349920093236733,23.825675675675807,90.84000000000387,Baseline,blocked_by_rear,5
True,46,0,True,1,1.9187626297992892,23.891126279863613,96.71000000000383,Baseline,blocked_by_rear,6
True,48,0,True,1,1.7642003255959935,23.593771626297706,58.760000000003686,Baseline,blocked_by_rear,7
True,48,0,True,1,1.6543643907850765,23.593771626297706,58.760000000003686,Baseline,blocked_by_rear,8
True,47,0,True,1,1.4362196843896982,23.523024054982944,71.1200000000037,Baseline,blocked_by_rear,9
True,48,0,True,1,1.492920003305585,23.667586206896683,63.46000000000373,Baseline,blocked_by_rear,10
True,48,0,True,1,1.5458671031108224,23.8666666666668,78.28000000000384,Baseline,blocked_by_rear,11
True,49,0,True,1,1.7065606115597802,23.908783783783917,73.5000000000039,Baseline,blocked_by_rear,12
True,49,0,True,1,1.5372162957786486,23.329577464788855,29.66000000000352,Baseline,blocked_by_rear,13
True,48,0,True,1,1.9490884137331932,23.277003484320684,45.150000000003516,Baseline,blocked_by_rear,14
True,48,0,True,1,1.8216848015306368,23.42827586206909,56.120000000003614,Baseline,blocked_by_rear,15
True,49,0,True,1,1.8591815638045546,23.59349315068506,55.43000000000373,Baseline,blocked_by_rear,16
True,46,0,True,1,1.998096451122592,23.83108108108121,102.10000000000389,Baseline,blocked_by_rear,17
True,45,0,True,1,1.7653238328590533,23.962372881356064,113.9900000000039,Baseline,blocked_by_rear,18
True,46,0,True,1,1.5785681219081198,23.442957746479,63.38000000000358,Baseline,blocked_by_rear,19
True,46,0,True,1,1.388758917197606,23.98581081081094,106.68000000000393,Baseline,blocked_by_rear,20
True,49,0,True,1,1.8072356165947667,23.569863013698757,53.74000000000373,Baseline,blocked_by_rear,21
True,46,0,True,1,1.6407809811978495,23.473611111111236,72.74000000000365,Baseline,blocked_by_rear,22
True,46,0,True,1,1.7109227773242992,23.39542253521139,62.03000000000354,Baseline,blocked_by_rear,23
True,47,0,True,1,1.8869956377269546,23.290780141844095,44.700000000003485,Baseline,blocked_by_rear,24
True,49,0,True,1,1.539546907181034,24.027609427609562,79.32000000000394,Baseline,blocked_by_rear,25
True,49,0,True,1,1.9003810058219415,23.688316151202876,56.03000000000375,Baseline,blocked_by_rear,26
True,46,0,True,1,1.529606793236212,23.796563573883294,89.38000000000375,Baseline,blocked_by_rear,27
True,47,0,True,1,1.9634681620664196,23.856462585034144,88.08000000000386,Baseline,blocked_by_rear,28
