reached_target,travel_time,collision,safety_violations,too_far_steps,cut_in_happened,cut_in_time,min_front_distance,mean_front_distance,mean_speed,total_reward,mean_abs_acceleration,seed,method,scenario
True,198.8,False,7,143,True,55.1,12.049141538509957,28.133406702296803,20.130496706999082,4046.259745351418,0.7136317907444668,32,CBF,normal
True,202.3,False,23,145,True,49.7,3.3955664148197684,23.036433824063636,19.775167548801726,3835.616395122589,0.877014335145823,33,CBF,normal
True,195.70000000000002,False,13,200,True,49.7,5.791054888042822,37.321002195864025,20.44861565556443,3923.991083793959,0.7541645375574859,34,CBF,normal
True,206.10000000000002,False,0,26,True,53.400000000000006,11.850209742648076,20.415554885937528,19.414247934575084,4266.621499315925,0.6864143619602137,35,CBF,normal
True,203.9,False,16,74,True,52.6,6.337814219353504,21.224099131732295,19.62485269968342,3998.520465465449,0.7803334968121628,36,CBF,normal
True,201.8,False,19,129,True,53.1,6.905523020227065,26.483237636220448,19.821891267722545,3851.81365782641,0.9532210109018832,37,CBF,normal
True,201.70000000000002,False,17,25,True,50.800000000000004,6.935138372071151,20.750466404194302,19.83638052962865,4130.594952826099,0.5813088745661874,38,CBF,normal
True,199.9,False,8,140,True,48.800000000000004,10.539739503894225,28.61458250218783,20.014825258898547,3973.7585692538196,0.9521260630315157,39,CBF,normal
True,208.60000000000002,False,14,157,True,70.7,6.073474598430948,29.514785280537378,19.17974140091173,3892.5710562301874,0.9055129434324065,40,CBF,normal
True,202.0,False,0,39,True,51.2,12.315024328304844,20.6090366473511,19.810580633593574,4281.678287985902,0.5945049504950496,41,CBF,normal
True,205.8,False,14,82,True,52.1,11.405554679537204,22.82237644747925,19.438029280054135,4034.6174258351416,0.7376579203109815,42,CBF,normal
True,198.20000000000002,False,16,160,True,49.7,7.266391673305293,31.877600309435707,20.18337669139163,3936.036260233821,0.739606458123108,43,CBF,normal
True,199.3,False,21,145,True,51.400000000000006,3.863954911091014,27.746355095110022,20.078851785831677,3819.0861609162534,0.9067235323632714,44,CBF,normal
True,201.9,False,17,111,True,52.400000000000006,5.631421012687156,25.246744038413247,19.81230162596774,3971.981698282887,0.7655274888558692,45,CBF,normal
True,198.8,False,11,140,True,53.5,9.840264037697352,28.40186090682957,20.12535455412841,3990.320485360729,0.7598591549295775,46,CBF,normal
True,195.3,False,18,184,True,51.7,4.247408452367154,32.97594708214283,20.482571399095363,3880.574194243324,0.7231950844854071,47,CBF,normal
True,204.9,False,1,0,True,53.1,11.8845177596354,19.95695093968612,19.529682899244364,4345.85002605517,0.5219131283552954,48,CBF,normal
True,199.3,False,23,35,True,60.800000000000004,4.259197307703971,21.21429180177747,20.072096659349345,3994.644864208325,0.6894129453085801,49,CBF,normal
